codigo,nombre,departamento
73675,SAN ANTONIO,Tolima
25645,SAN ANTONIO DEL TEQUENDAMA,Cundinamarca
68673,SAN BENITO,Santander
70678,SAN BENITO ABAD,Sucre
25649,SAN BERNARDO,Cundinamarca
52685,SAN BERNARDO,Nariño
23675,SAN BERNARDO DEL VIENTO,Córdoba
54670,SAN CALIXTO,Norte de Santander
05649,SAN CARLOS,Antioquia
23678,SAN CARLOS,Córdoba
50680,SAN CARLOS DE GUAROA,Meta
25653,SAN CAYETANO,Cundinamarca
54673,SAN CAYETANO,Norte de Santander
13620,SAN CRISTÓBAL,Bolívar
20750,SAN DIEGO,Cesar
15660,SAN EDUARDO,Boyacá
13647,SAN ESTANISLAO,Bolívar
94883,SAN FELIPE,Guainía
13650,SAN FERNANDO,Bolívar
05652,SAN FRANCISCO,Antioquia
25658,SAN FRANCISCO,Cundinamarca
86755,SAN FRANCISCO,Putumayo
68679,SAN GIL,Santander
13654,SAN JACINTO,Bolívar
13655,SAN JACINTO DEL CAUCA,Bolívar
05656,SAN JERÓNIMO,Antioquia
68682,SAN JOAQUÍN,Santander
17665,SAN JOSÉ,Caldas
05658,SAN JOSÉ DE LA MONTAÑA,Antioquia
68684,SAN JOSÉ DE MIRANDA,Santander
15664,SAN JOSÉ DE PARE,Boyacá
18610,SAN JOSÉ DEL FRAGUA,Caquetá
95001,SAN JOSÉ DEL GUAVIARE,Guaviare
27660,SAN JOSÉ DEL PALMAR,Chocó
50683,SAN JUAN DE ARAMA,Meta
70702,SAN JUAN DE BETULIA,Sucre
25662,SAN JUAN DE RÍO SECO,Cundinamarca
05659,SAN JUAN DE URABÁ,Antioquia
44650,SAN JUAN DEL CESAR,La Guajira
13657,SAN JUAN NEPOMUCENO,Bolívar
50686,SAN JUANITO,Meta
52687,SAN LORENZO,Nariño
05660,SAN LUIS,Antioquia
73678,SAN LUIS,Tolima
15667,SAN LUIS DE GACENO,Boyacá
85325,SAN LUIS DE PALENQUE,Casanare
70708,SAN MARCOS,Sucre
20770,SAN MARTÍN,Cesar
50689,SAN MARTÍN,Meta
13667,SAN MARTÍN DE LOBA,Bolívar
15673,SAN MATEO,Boyacá
68686,SAN MIGUEL,Santander
86757,SAN MIGUEL,Putumayo
15676,SAN MIGUEL DE SEMA,Boyacá
70713,SAN ONOFRE,Sucre
13670,SAN PABLO,Bolívar
52693,SAN PABLO,Nariño
15681,SAN PABLO DE BORBUR,Boyacá
05664,SAN PEDRO,Antioquia
70717,SAN PEDRO,Sucre
76670,SAN PEDRO,Valle del Cauca
52694,SAN PEDRO DE CARTAGO,Nariño
05665,SAN PEDRO DE URABA,Antioquia
23686,SAN PELAYO,Córdoba
05667,SAN RAFAEL,Antioquia
05670,SAN ROQUE,Antioquia
19693,SAN SEBASTIÁN,Cauca
47692,SAN SEBASTIÁN DE BUENAVISTA,Magdalena
05674,SAN VICENTE,Antioquia
68689,SAN VICENTE DE CHUCURÍ,Santander
18753,SAN VICENTE DEL CAGUÁN,Caquetá
47703,SAN ZENÓN,Magdalena
52683,SANDONÁ,Nariño
47707,SANTA ANA,Magdalena
05679,SANTA BÁRBARA,Antioquia
52696,SANTA BÁRBARA,Nariño
68705,SANTA BÁRBARA,Santander
47720,SANTA BÁRBARA DE PINTO,Magdalena
13673,SANTA CATALINA,Bolívar
68720,SANTA HELENA DEL OPÓN,Santander
73686,SANTA ISABEL,Tolima
08675,SANTA LUCÍA,Atlántico
15690,SANTA MARÍA,Boyacá
41676,SANTA MARÍA,Huila
47001,SANTA MARTA,Magdalena
13683,SANTA ROSA,Bolívar
19701,SANTA ROSA,Cauca
66682,SANTA ROSA DE CABAL,Risaralda
05686,SANTA ROSA DE OSOS,Antioquia
15693,SANTA ROSA DE VITERBO,Boyacá
13688,SANTA ROSA DEL SUR,Bolívar
99624,SANTA ROSALÍA,Vichada
15696,SANTA SOFÍA,Boyacá
52699,SANTACRUZ,Nariño
05042,SANTAFÉ DE ANTIOQUIA,Antioquia
15686,SANTANA,Boyacá
19698,SANTANDER DE QUILICHAO,Cauca
54680,SANTIAGO,Norte de Santander
86760,SANTIAGO,Putumayo
70820,SANTIAGO DE TOLÚ,Sucre
05690,SANTO DOMINGO,Antioquia
08685,SANTO TOMÁS,Atlántico
66687,SANTUARIO,Risaralda
52720,SAPUYES,Nariño
81736,SARAVENA,Arauca
54720,SARDINATA,Norte de Santander
25718,SASAIMA,Cundinamarca
15720,SATIVANORTE,Boyacá
15723,SATIVASUR,Boyacá
05736,SEGOVIA,Antioquia
25736,SESQUILÉ,Cundinamarca
76736,SEVILLA,Valle del Cauca
15740,SIACHOQUE,Boyacá
25740,SIBATÉ,Cundinamarca
86749,SIBUNDOY,Putumayo
54743,SILOS,Norte de Santander
25743,SILVANIA,Cundinamarca
19743,SILVIA,Cauca
68745,SIMACOTA,Santander
25745,SIMIJACA,Cundinamarca
13744,SIMITÍ,Bolívar
70742,SINCÉ,Sucre
70001,SINCELEJO,Sucre
27745,SIPÍ,Chocó
47745,SITIONUEVO,Magdalena
25754,SOACHA,Cundinamarca
15753,SOATÁ,Boyacá
15757,SOCHA,Boyacá
68755,SOCORRO,Santander
15755,SOCOTÁ,Boyacá
15759,SOGAMOSO,Boyacá
18756,SOLANO,Caquetá
08758,SOLEDAD,Atlántico
18785,SOLITA,Caquetá
15761,SOMONDOCO,Boyacá
05756,SONSÓN,Antioquia
05761,SOPETRÁN,Antioquia
13760,SOPLAVIENTO,Bolívar
25758,SOPÓ,Cundinamarca
15762,SORA,Boyacá
15764,SORACÁ,Boyacá
15763,SOTAQUIRÁ,Boyacá
19760,SOTARA,Cauca
68770,SUAITA,Santander
08770,SUAN,Atlántico
19780,SUÁREZ,Cauca
73770,SUÁREZ,Tolima
41770,SUAZA,Huila
25769,SUBACHOQUE,Cundinamarca
19785,SUCRE,Cauca
68773,SUCRE,Santander
70771,SUCRE,Sucre
25772,SUESCA,Cundinamarca
25777,SUPATÁ,Cundinamarca
17777,SUPÍA,Caldas
68780,SURATÁ,Santander
25779,SUSA,Cundinamarca
15774,SUSACÓN,Boyacá
15776,SUTAMARCHÁN,Boyacá
25781,SUTATAUSA,Cundinamarca
15778,SUTATENZA,Boyacá
25785,TABIO,Cundinamarca
27787,TADÓ,Chocó
13780,TALAIGUA NUEVO,Bolívar
20787,TAMALAMEQUE,Cesar
85400,TÁMARA,Casanare
81794,TAME,Arauca
05789,TÁMESIS,Antioquia
52786,TAMINANGO,Nariño
52788,TANGUA,Nariño
97666,TARAIRA,Vaupés
91798,TARAPACÁ,Amazonas
05790,TARAZÁ,Antioquia
41791,TARQUI,Huila
05792,TARSO,Antioquia
15790,TASCO,Boyacá
85410,TAURAMENA,Casanare
25793,TAUSA,Cundinamarca
41799,TELLO,Huila
25797,TENA,Cundinamarca
47798,TENERIFE,Magdalena
25799,TENJO,Cundinamarca
15798,TENZA,Boyacá
54800,TEORAMA,Norte de Santander
41801,TERUEL,Huila
41797,TESALIA,Huila
25805,TIBACUY,Cundinamarca
15804,TIBANÁ,Boyacá
15806,TIBASOSA,Boyacá
25807,TIBIRITA,Cundinamarca
54810,TIBÚ,Norte de Santander
23807,TIERRALTA,Córdoba
41807,TIMANÁ,Huila
19807,TIMBÍO,Cauca
19809,TIMBIQUÍ,Cauca
15808,TINJACÁ,Boyacá
15810,TIPACOQUE,Boyacá
13810,TIQUISIO,Bolívar
05809,TITIRIBÍ,Antioquia
15814,TOCA,Boyacá
25815,TOCAIMA,Cundinamarca
25817,TOCANCIPÁ,Cundinamarca
15816,TOGÜÍ,Boyacá
05819,TOLEDO,Antioquia
54820,TOLEDO,Norte de Santander
70823,TOLÚ VIEJO,Sucre
68820,TONA,Santander
15820,TÓPAGA,Boyacá
25823,TOPAIPÍ,Cundinamarca
19821,TORIBIO,Cauca
76823,TORO,Valle del Cauca
15822,TOTA,Boyacá
19824,TOTORÓ,Cauca
85430,TRINIDAD,Casanare
76828,TRUJILLO,Valle del Cauca
08832,TUBARÁ,Atlántico
76834,TULUÁ,Valle del Cauca
52835,TUMACO,Nariño
15001,TUNJA,Boyacá
15832,TUNUNGUÁ,Boyacá
52838,TÚQUERRES,Nariño
13836,TURBACO,Bolívar
13838,TURBANÁ,Bolívar
05837,TURBO,Antioquia
15835,TURMEQUÉ,Boyacá
15837,TUTA,Boyacá
15839,TUTAZÁ,Boyacá
25839,UBALÁ,Cundinamarca
25841,UBAQUE,Cundinamarca
76845,ULLOA,Valle del Cauca
15842,UMBITA,Boyacá
25845,UNE,Cundinamarca
27800,UNGUÍA,Chocó
27810,UNIÓN PANAMERICANA,Chocó
05842,URAMITA,Antioquia
50370,URIBE,Meta
44847,URIBIA,La Guajira
05847,URRAO,Antioquia
44855,URUMITA,La Guajira
08849,USIACURÍ,Atlántico
25851,ÚTICA,Cundinamarca
05854,VALDIVIA,Antioquia
23855,VALENCIA,Córdoba
68855,VALLE DE SAN JOSÉ,Santander
73854,VALLE DE SAN JUAN,Tolima
86865,VALLE DEL GUAMUEZ,Putumayo
20001,VALLEDUPAR,Cesar
05856,VALPARAÍSO,Antioquia
18860,VALPARAÍSO,Caquetá
05858,VEGACHÍ,Antioquia
68861,VÉLEZ,Santander
73861,VENADILLO,Tolima
05861,VENECIA,Antioquia
25506,VENECIA,Cundinamarca
15861,VENTAQUEMADA,Boyacá
25862,VERGARA,Cundinamarca
76863,VERSALLES,Valle del Cauca
68867,VETAS,Santander
25867,VIANÍ,Cundinamarca
17867,VICTORIA,Caldas
05873,VIGÍA DEL FUERTE,Antioquia
76869,VIJES,Valle del Cauca
54871,VILLA CARO,Norte de Santander
15407,VILLA DE LEYVA,Boyacá
25843,VILLA DE SAN DIEGO DE UBATE,Cundinamarca
54874,VILLA DEL ROSARIO,Norte de Santander
19845,VILLA RICA,Cauca
86885,VILLAGARZÓN,Putumayo
25871,VILLAGÓMEZ,Cundinamarca
73870,VILLAHERMOSA,Tolima
17873,VILLAMARÍA,Caldas
13873,VILLANUEVA,Bolívar
44874,VILLANUEVA,La Guajira
68872,VILLANUEVA,Santander
85440,VILLANUEVA,Casanare
25873,VILLAPINZÓN,Cundinamarca
73873,VILLARRICA,Tolima
50001,VILLAVICENCIO,Meta
41872,VILLAVIEJA,Huila
25875,VILLETA,Cundinamarca
25878,VIOTÁ,Cundinamarca
15879,VIRACACHÁ,Boyacá
50711,VISTAHERMOSA,Meta
17877,VITERBO,Caldas
25885,YACOPÍ,Cundinamarca
52885,YACUANQUER,Nariño
41885,YAGUARÁ,Huila
05885,YALÍ,Antioquia
05887,YARUMAL,Antioquia
97889,YAVARATÉ,Vaupés
05890,YOLOMBÓ,Antioquia
05893,YONDÓ,Antioquia
85001,YOPAL,Casanare
76890,YOTOCO,Valle del Cauca
76892,YUMBO,Valle del Cauca
13894,ZAMBRANO,Bolívar
68895,ZAPATOCA,Santander
47960,ZAPAYÁN,Magdalena
05895,ZARAGOZA,Antioquia
76895,ZARZAL,Valle del Cauca
15897,ZETAQUIRA,Boyacá
25898,ZIPACÓN,Cundinamarca
25899,ZIPAQUIRÁ,Cundinamarca
47980,ZONA BANANERA,Magdalena
